id,char,codepoint,pinyins_tone3,pinyins_display,script_type,gloss_en
32443,𡋺,U+212FA,𡋺,𡋺,neutral,
32444,𡋻,U+212FB,𡋻,𡋻,neutral,
32445,𡋼,U+212FC,𡋼,𡋼,neutral,
32446,𡋽,U+212FD,𡋽,𡋽,neutral,
32447,𡋾,U+212FE,𡋾,𡋾,neutral,
32448,𡋿,U+212FF,𡋿,𡋿,neutral,
32449,𡌀,U+21300,𡌀,𡌀,neutral,
32450,𡌁,U+21301,𡌁,𡌁,neutral,
32451,𡌂,U+21302,𡌂,𡌂,neutral,
32452,𡌃,U+21303,𡌃,𡌃,neutral,
32453,𡌄,U+21304,𡌄,𡌄,neutral,
32454,𡌅,U+21305,𡌅,𡌅,neutral,
32455,𡌆,U+21306,𡌆,𡌆,neutral,
32456,𡌇,U+21307,𡌇,𡌇,neutral,
32457,𡌈,U+21308,𡌈,𡌈,neutral,
32458,𡌉,U+21309,𡌉,𡌉,neutral,
32459,𡌊,U+2130A,𡌊,𡌊,neutral,
32460,𡌋,U+2130B,𡌋,𡌋,neutral,
32461,𡌌,U+2130C,𡌌,𡌌,neutral,
32462,𡌍,U+2130D,𡌍,𡌍,neutral,
32463,𡌎,U+2130E,𡌎,𡌎,neutral,
32464,𡌏,U+2130F,𡌏,𡌏,neutral,
32465,𡌐,U+21310,𡌐,𡌐,neutral,
32466,𡌑,U+21311,𡌑,𡌑,neutral,
32467,𡌒,U+21312,𡌒,𡌒,neutral,
32468,𡌓,U+21313,𡌓,𡌓,neutral,
32469,𡌔,U+21314,qiao1,qiāo,neutral,
32470,𡌕,U+21315,𡌕,𡌕,neutral,
32471,𡌖,U+21316,𡌖,𡌖,neutral,
32472,𡌗,U+21317,𡌗,𡌗,neutral,
32473,𡌘,U+21318,𡌘,𡌘,neutral,
32474,𡌙,U+21319,𡌙,𡌙,neutral,
32475,𡌚,U+2131A,cha3,chǎ,neutral,
32476,𡌛,U+2131B,𡌛,𡌛,neutral,
32477,𡌜,U+2131C,xin1,xīn,neutral,
32478,𡌝,U+2131D,𡌝,𡌝,neutral,
32479,𡌞,U+2131E,chi2,chí,neutral,
32480,𡌟,U+2131F,𡌟,𡌟,neutral,
32481,𡌠,U+21320,𡌠,𡌠,neutral,
32482,𡌡,U+21321,𡌡,𡌡,neutral,
32483,𡌢,U+21322,𡌢,𡌢,neutral,
32484,𡌣,U+21323,zao4,zào,neutral,
32485,𡌤,U+21324,kui2,kuí,neutral,
32486,𡌥,U+21325,𡌥,𡌥,neutral,
32487,𡌦,U+21326,fei4,fèi,neutral,
32488,𡌧,U+21327,𡌧,𡌧,neutral,
32489,𡌨,U+21328,𡌨,𡌨,neutral,
32490,𡌩,U+21329,ta1|da2,tā|dá,neutral,
32491,𡌪,U+2132A,guai4,guài,neutral,
32492,𡌫,U+2132B,𡌫,𡌫,neutral,
32493,𡌬,U+2132C,𡌬,𡌬,neutral,
32494,𡌭,U+2132D,duo1,duō,neutral,
32495,𡌮,U+2132E,𡌮,𡌮,neutral,
32496,𡌯,U+2132F,𡌯,𡌯,neutral,
32497,𡌰,U+21330,𡌰,𡌰,neutral,
32498,𡌱,U+21331,𡌱,𡌱,neutral,
32499,𡌲,U+21332,gui1,guī,neutral,
32500,𡌳,U+21333,𡌳,𡌳,neutral,
32501,𡌴,U+21334,zhi2,zhí,neutral,
32502,𡌵,U+21335,𡌵,𡌵,neutral,
32503,𡌶,U+21336,𡌶,𡌶,neutral,
32504,𡌷,U+21337,𡌷,𡌷,neutral,
32505,𡌸,U+21338,𡌸,𡌸,neutral,
32506,𡌹,U+21339,𡌹,𡌹,neutral,
32507,𡌺,U+2133A,𡌺,𡌺,neutral,
32508,𡌻,U+2133B,𡌻,𡌻,neutral,
32509,𡌼,U+2133C,𡌼,𡌼,neutral,
32510,𡌽,U+2133D,𡌽,𡌽,neutral,
32511,𡌾,U+2133E,𡌾,𡌾,neutral,
32512,𡌿,U+2133F,𡌿,𡌿,neutral,
32513,𡍀,U+21340,𡍀,𡍀,neutral,
32514,𡍁,U+21341,𡍁,𡍁,neutral,
32515,𡍂,U+21342,𡍂,𡍂,neutral,
32516,𡍃,U+21343,𡍃,𡍃,neutral,
32517,𡍄,U+21344,𡍄,𡍄,neutral,
32518,𡍅,U+21345,𡍅,𡍅,neutral,
32519,𡍆,U+21346,𡍆,𡍆,neutral,
32520,𡍇,U+21347,𡍇,𡍇,neutral,
32521,𡍈,U+21348,𡍈,𡍈,neutral,
32522,𡍉,U+21349,𡍉,𡍉,neutral,
32523,𡍊,U+2134A,𡍊,𡍊,neutral,
32524,𡍋,U+2134B,𡍋,𡍋,neutral,
32525,𡍌,U+2134C,chan3,chǎn,neutral,
32526,𡍍,U+2134D,nao3,nǎo,neutral,
32527,𡍎,U+2134E,𡍎,𡍎,neutral,
32528,𡍏,U+2134F,𡍏,𡍏,neutral,
32529,𡍐,U+21350,hu2,hú,neutral,
32530,𡍑,U+21351,𡍑,𡍑,neutral,
32531,𡍒,U+21352,tao2,táo,neutral,
32532,𡍓,U+21353,𡍓,𡍓,neutral,
32533,𡍔,U+21354,𡍔,𡍔,neutral,
32534,𡍕,U+21355,𡍕,𡍕,neutral,
32535,𡍖,U+21356,𡍖,𡍖,neutral,
32536,𡍗,U+21357,𡍗,𡍗,neutral,
32537,𡍘,U+21358,𡍘,𡍘,neutral,
32538,𡍙,U+21359,𡍙,𡍙,neutral,
32539,𡍚,U+2135A,𡍚,𡍚,neutral,
32540,𡍛,U+2135B,𡍛,𡍛,neutral,
32541,𡍜,U+2135C,𡍜,𡍜,neutral,
32542,𡍝,U+2135D,𡍝,𡍝,neutral,
32543,𡍞,U+2135E,𡍞,𡍞,neutral,
32544,𡍟,U+2135F,𡍟,𡍟,neutral,
32545,𡍠,U+21360,𡍠,𡍠,neutral,
32546,𡍡,U+21361,yi4,yì,neutral,
32547,𡍢,U+21362,𡍢,𡍢,neutral,
32548,𡍣,U+21363,𡍣,𡍣,neutral,
32549,𡍤,U+21364,nie4,niè,neutral,
32550,𡍥,U+21365,zhai4,zhài,neutral,
32551,𡍦,U+21366,huan2,huán,neutral,
32552,𡍧,U+21367,𡍧,𡍧,neutral,
32553,𡍨,U+21368,du4,dù,neutral,
32554,𡍩,U+21369,𡍩,𡍩,neutral,
32555,𡍪,U+2136A,qi4,qì,neutral,
32556,𡍫,U+2136B,ce4,cè,traditional,
32557,𡍬,U+2136C,𡍬,𡍬,neutral,
32558,𡍭,U+2136D,𡍭,𡍭,neutral,
32559,𡍮,U+2136E,chui2,chuí,neutral,to droop; descend
32560,𡍯,U+2136F,𡍯,𡍯,neutral,
32561,𡍰,U+21370,𡍰,𡍰,neutral,
32562,𡍱,U+21371,𡍱,𡍱,neutral,
32563,𡍲,U+21372,da1,dā,neutral,
32564,𡍳,U+21373,𡍳,𡍳,neutral,
32565,𡍴,U+21374,𡍴,𡍴,neutral,
32566,𡍵,U+21375,𡍵,𡍵,neutral,
32567,𡍶,U+21376,zhi4,zhì,neutral,
32568,𡍷,U+21377,geng4,gèng,neutral,
32569,𡍸,U+21378,𡍸,𡍸,neutral,
32570,𡍹,U+21379,𡍹,𡍹,neutral,
32571,𡍺,U+2137A,𡍺,𡍺,neutral,
32572,𡍻,U+2137B,weng4,wèng,neutral,
32573,𡍼,U+2137C,𡍼,𡍼,neutral,
32574,𡍽,U+2137D,𡍽,𡍽,neutral,
32575,𡍾,U+2137E,𡍾,𡍾,neutral,
32576,𡍿,U+2137F,𡍿,𡍿,neutral,
32577,𡎀,U+21380,𡎀,𡎀,neutral,
32578,𡎁,U+21381,𡎁,𡎁,neutral,
32579,𡎂,U+21382,𡎂,𡎂,neutral,
32580,𡎃,U+21383,𡎃,𡎃,neutral,
32581,𡎄,U+21384,𡎄,𡎄,neutral,
32582,𡎅,U+21385,𡎅,𡎅,neutral,
32583,𡎆,U+21386,𡎆,𡎆,neutral,
32584,𡎇,U+21387,𡎇,𡎇,neutral,
32585,𡎈,U+21388,𡎈,𡎈,neutral,
32586,𡎉,U+21389,du4,dù,neutral,
32587,𡎊,U+2138A,𡎊,𡎊,neutral,
32588,𡎋,U+2138B,𡎋,𡎋,neutral,
32589,𡎌,U+2138C,𡎌,𡎌,neutral,
32590,𡎍,U+2138D,chi2,chí,neutral,
32591,𡎎,U+2138E,𡎎,𡎎,neutral,
32592,𡎏,U+2138F,𡎏,𡎏,neutral,
32593,𡎐,U+21390,𡎐,𡎐,neutral,
32594,𡎑,U+21391,an4,àn,neutral,
32595,𡎒,U+21392,kuo4,kuò,neutral,
32596,𡎓,U+21393,𡎓,𡎓,neutral,
32597,𡎔,U+21394,wo4,wò,neutral,
32598,𡎕,U+21395,𡎕,𡎕,neutral,
32599,𡎖,U+21396,𡎖,𡎖,neutral,
32600,𡎗,U+21397,𡎗,𡎗,neutral,
32601,𡎘,U+21398,ying1,yīng,neutral,
32602,𡎙,U+21399,𡎙,𡎙,neutral,
32603,𡎚,U+2139A,pian3,piǎn,neutral,
32604,𡎛,U+2139B,𡎛,𡎛,neutral,
32605,𡎜,U+2139C,𡎜,𡎜,neutral,
32606,𡎝,U+2139D,𡎝,𡎝,neutral,
32607,𡎞,U+2139E,𡎞,𡎞,neutral,
32608,𡎟,U+2139F,𡎟,𡎟,neutral,
32609,𡎠,U+213A0,𡎠,𡎠,neutral,
32610,𡎡,U+213A1,𡎡,𡎡,neutral,
32611,𡎢,U+213A2,𡎢,𡎢,neutral,
32612,𡎣,U+213A3,𡎣,𡎣,neutral,
32613,𡎤,U+213A4,𡎤,𡎤,neutral,
32614,𡎥,U+213A5,𡎥,𡎥,neutral,
32615,𡎦,U+213A6,𡎦,𡎦,neutral,
32616,𡎧,U+213A7,𡎧,𡎧,neutral,
32617,𡎨,U+213A8,𡎨,𡎨,neutral,
32618,𡎩,U+213A9,𡎩,𡎩,neutral,
32619,𡎪,U+213AA,𡎪,𡎪,neutral,
32620,𡎫,U+213AB,zha2|qi4,zhá|qì,neutral,
32621,𡎬,U+213AC,zhua3,zhuǎ,neutral,
32622,𡎭,U+213AD,𡎭,𡎭,neutral,
32623,𡎮,U+213AE,su4,sù,neutral,
32624,𡎯,U+213AF,𡎯,𡎯,neutral,
32625,𡎰,U+213B0,𡎰,𡎰,neutral,
32626,𡎱,U+213B1,𡎱,𡎱,neutral,
32627,𡎲,U+213B2,𡎲,𡎲,neutral,
32628,𡎳,U+213B3,ni4,nì,neutral,
32629,𡎴,U+213B4,𡎴,𡎴,neutral,phonetic
32630,𡎵,U+213B5,𡎵,𡎵,neutral,
32631,𡎶,U+213B6,𡎶,𡎶,neutral,
32632,𡎷,U+213B7,𡎷,𡎷,neutral,
32633,𡎸,U+213B8,𡎸,𡎸,neutral,
32634,𡎹,U+213B9,𡎹,𡎹,neutral,
32635,𡎺,U+213BA,zhu2,zhú,neutral,
32636,𡎻,U+213BB,chan2,chán,neutral,
32637,𡎼,U+213BC,𡎼,𡎼,neutral,
32638,𡎽,U+213BD,𡎽,𡎽,neutral,
32639,𡎾,U+213BE,beng4,bèng,neutral,
32640,𡎿,U+213BF,ni2,ní,neutral,
32641,𡏀,U+213C0,zhi2,zhí,neutral,
32642,𡏁,U+213C1,hui4,huì,neutral,
32643,𡏂,U+213C2,𡏂,𡏂,neutral,
32644,𡏃,U+213C3,𡏃,𡏃,neutral,
32645,𡏄,U+213C4,𡏄,𡏄,neutral,
32646,𡏅,U+213C5,𡏅,𡏅,neutral,
32647,𡏆,U+213C6,𡏆,𡏆,simplified,
32648,𡏇,U+213C7,𡏇,𡏇,neutral,
32649,𡏈,U+213C8,𡏈,𡏈,neutral,
32650,𡏉,U+213C9,𡏉,𡏉,neutral,
32651,𡏊,U+213CA,𡏊,𡏊,neutral,
32652,𡏋,U+213CB,𡏋,𡏋,neutral,
32653,𡏌,U+213CC,𡏌,𡏌,neutral,
32654,𡏍,U+213CD,𡏍,𡏍,neutral,
32655,𡏎,U+213CE,𡏎,𡏎,neutral,
32656,𡏏,U+213CF,𡏏,𡏏,neutral,
32657,𡏐,U+213D0,𡏐,𡏐,neutral,
32658,𡏑,U+213D1,𡏑,𡏑,neutral,
32659,𡏒,U+213D2,𡏒,𡏒,neutral,
32660,𡏓,U+213D3,𡏓,𡏓,neutral,
32661,𡏔,U+213D4,𡏔,𡏔,neutral,
32662,𡏕,U+213D5,𡏕,𡏕,neutral,
32663,𡏖,U+213D6,𡏖,𡏖,neutral,
32664,𡏗,U+213D7,𡏗,𡏗,neutral,
32665,𡏘,U+213D8,xia4,xià,neutral,
32666,𡏙,U+213D9,𡏙,𡏙,neutral,
32667,𡏚,U+213DA,zhi4,zhì,neutral,
32668,𡏛,U+213DB,xi1,xī,neutral,
32669,𡏜,U+213DC,𡏜,𡏜,neutral,
32670,𡏝,U+213DD,𡏝,𡏝,neutral,
32671,𡏞,U+213DE,jiang3,jiǎng,neutral,
32672,𡏟,U+213DF,𡏟,𡏟,neutral,
32673,𡏠,U+213E0,𡏠,𡏠,neutral,
32674,𡏡,U+213E1,𡏡,𡏡,neutral,
32675,𡏢,U+213E2,𡏢,𡏢,neutral,
32676,𡏣,U+213E3,𡏣,𡏣,neutral,
32677,𡏤,U+213E4,𡏤,𡏤,neutral,
32678,𡏥,U+213E5,𡏥,𡏥,neutral,
32679,𡏦,U+213E6,𡏦,𡏦,neutral,
32680,𡏧,U+213E7,𡏧,𡏧,neutral,
32681,𡏨,U+213E8,𡏨,𡏨,neutral,
32682,𡏩,U+213E9,dui1,duī,neutral,
32683,𡏪,U+213EA,fu1,fū,neutral,
32684,𡏫,U+213EB,𡏫,𡏫,neutral,
32685,𡏬,U+213EC,𡏬,𡏬,neutral,
32686,𡏭,U+213ED,jiao1,jiāo,neutral,
32687,𡏮,U+213EE,chao2,cháo,neutral,
32688,𡏯,U+213EF,bai4,bài,neutral,
32689,𡏰,U+213F0,𡏰,𡏰,neutral,
32690,𡏱,U+213F1,𡏱,𡏱,neutral,
32691,𡏲,U+213F2,𡏲,𡏲,neutral,
32692,𡏳,U+213F3,𡏳,𡏳,neutral,
32693,𡏴,U+213F4,𡏴,𡏴,neutral,
32694,𡏵,U+213F5,lie4,liè,neutral,
32695,𡏶,U+213F6,𡏶,𡏶,neutral,
32696,𡏷,U+213F7,𡏷,𡏷,neutral,
32697,𡏸,U+213F8,𡏸,𡏸,neutral,
32698,𡏹,U+213F9,𡏹,𡏹,neutral,
32699,𡏺,U+213FA,𡏺,𡏺,neutral,
32700,𡏻,U+213FB,𡏻,𡏻,neutral,
32701,𡏼,U+213FC,ao2,áo,neutral,
32702,𡏽,U+213FD,𡏽,𡏽,neutral,
32703,𡏾,U+213FE,𡏾,𡏾,neutral,
32704,𡏿,U+213FF,𡏿,𡏿,neutral,
32705,𡐀,U+21400,𡐀,𡐀,neutral,
32706,𡐁,U+21401,𡐁,𡐁,neutral,
32707,𡐂,U+21402,𡐂,𡐂,neutral,
32708,𡐃,U+21403,𡐃,𡐃,neutral,
32709,𡐄,U+21404,𡐄,𡐄,neutral,
32710,𡐅,U+21405,𡐅,𡐅,neutral,
32711,𡐆,U+21406,𡐆,𡐆,neutral,
32712,𡐇,U+21407,𡐇,𡐇,neutral,
32713,𡐈,U+21408,𡐈,𡐈,neutral,
32714,𡐉,U+21409,𡐉,𡐉,neutral,
32715,𡐊,U+2140A,𡐊,𡐊,neutral,
32716,𡐋,U+2140B,zao1,zāo,neutral,
32717,𡐌,U+2140C,chu4,chù,neutral,
32718,𡐍,U+2140D,𡐍,𡐍,neutral,
32719,𡐎,U+2140E,𡐎,𡐎,neutral,
32720,𡐏,U+2140F,tuo3,tuǒ,neutral,
32721,𡐐,U+21410,𡐐,𡐐,neutral,
32722,𡐑,U+21411,𡐑,𡐑,neutral,
32723,𡐒,U+21412,hao2|hao4,háo|hào,neutral,
32724,𡐓,U+21413,kang1,kāng,neutral,
32725,𡐔,U+21414,yin2,yín,neutral,
32726,𡐕,U+21415,𡐕,𡐕,neutral,
32727,𡐖,U+21416,xian4,xiàn,neutral,
32728,𡐗,U+21417,𡐗,𡐗,neutral,
32729,𡐘,U+21418,𡐘,𡐘,neutral,
32730,𡐙,U+21419,𡐙,𡐙,neutral,
32731,𡐚,U+2141A,𡐚,𡐚,neutral,
32732,𡐛,U+2141B,𡐛,𡐛,neutral,
32733,𡐜,U+2141C,𡐜,𡐜,neutral,
32734,𡐝,U+2141D,fu2|fu4,fú|fù,neutral,
32735,𡐞,U+2141E,bie1,biē,neutral,
32736,𡐟,U+2141F,𡐟,𡐟,neutral,
32737,𡐠,U+21420,kui1,kuī,neutral,
32738,𡐡,U+21421,𡐡,𡐡,neutral,
32739,𡐢,U+21422,𡐢,𡐢,neutral,
32740,𡐣,U+21423,𡐣,𡐣,neutral,
32741,𡐤,U+21424,qie4,qiè,neutral,
32742,𡐥,U+21425,sa4,sà,neutral,
32743,𡐦,U+21426,𡐦,𡐦,neutral,
32744,𡐧,U+21427,𡐧,𡐧,neutral,
32745,𡐨,U+21428,𡐨,𡐨,neutral,country
32746,𡐩,U+21429,𡐩,𡐩,neutral,
32747,𡐪,U+2142A,𡐪,𡐪,neutral,
32748,𡐫,U+2142B,𡐫,𡐫,neutral,
32749,𡐬,U+2142C,𡐬,𡐬,neutral,
32750,𡐭,U+2142D,𡐭,𡐭,neutral,
32751,𡐮,U+2142E,𡐮,𡐮,neutral,
32752,𡐯,U+2142F,𡐯,𡐯,neutral,
32753,𡐰,U+21430,𡐰,𡐰,neutral,
32754,𡐱,U+21431,𡐱,𡐱,neutral,
32755,𡐲,U+21432,𡐲,𡐲,neutral,
32756,𡐳,U+21433,𡐳,𡐳,neutral,
32757,𡐴,U+21434,𡐴,𡐴,neutral,
32758,𡐵,U+21435,𡐵,𡐵,neutral,
32759,𡐶,U+21436,𡐶,𡐶,neutral,
32760,𡐷,U+21437,𡐷,𡐷,neutral,
32761,𡐸,U+21438,𡐸,𡐸,neutral,
32762,𡐹,U+21439,𡐹,𡐹,neutral,
32763,𡐺,U+2143A,𡐺,𡐺,neutral,
32764,𡐻,U+2143B,𡐻,𡐻,neutral,
32765,𡐼,U+2143C,𡐼,𡐼,neutral,
32766,𡐽,U+2143D,𡐽,𡐽,neutral,
32767,𡐾,U+2143E,𡐾,𡐾,neutral,
32768,𡐿,U+2143F,da1|da,dā|da,neutral,
32769,𡑀,U+21440,ye3|shu4,yě|shù,neutral,
32770,𡑁,U+21441,𡑁,𡑁,neutral,
32771,𡑂,U+21442,𡑂,𡑂,neutral,
32772,𡑃,U+21443,𡑃,𡑃,neutral,
32773,𡑄,U+21444,zhang3,zhǎng,neutral,
32774,𡑅,U+21445,𡑅,𡑅,neutral,
32775,𡑆,U+21446,liang2,liáng,neutral,
32776,𡑇,U+21447,𡑇,𡑇,neutral,
32777,𡑈,U+21448,dui3,duǐ,neutral,
32778,𡑉,U+21449,𡑉,𡑉,neutral,
32779,𡑊,U+2144A,𡑊,𡑊,neutral,
32780,𡑋,U+2144B,𡑋,𡑋,neutral,
32781,𡑌,U+2144C,𡑌,𡑌,neutral,
32782,𡑍,U+2144D,lao2,láo,traditional,
32783,𡑎,U+2144E,xun1,xūn,traditional,
32784,𡑏,U+2144F,𡑏,𡑏,neutral,
32785,𡑐,U+21450,𡑐,𡑐,neutral,
32786,𡑑,U+21451,𡑑,𡑑,traditional,
32787,𡑒,U+21452,𡑒,𡑒,neutral,
32788,𡑓,U+21453,𡑓,𡑓,neutral,
32789,𡑔,U+21454,𡑔,𡑔,neutral,
32790,𡑕,U+21455,𡑕,𡑕,neutral,
32791,𡑖,U+21456,𡑖,𡑖,neutral,
32792,𡑗,U+21457,𡑗,𡑗,neutral,
32793,𡑘,U+21458,zhi4,zhì,neutral,
32794,𡑙,U+21459,𡑙,𡑙,neutral,
32795,𡑚,U+2145A,ku1,kū,neutral,
32796,𡑛,U+2145B,𡑛,𡑛,neutral,
32797,𡑜,U+2145C,𡑜,𡑜,neutral,
32798,𡑝,U+2145D,𡑝,𡑝,neutral,
32799,𡑞,U+2145E,sui4,suì,neutral,"tunnel, underground passage"
32800,𡑟,U+2145F,wo1,wō,neutral,
32801,𡑠,U+21460,𡑠,𡑠,neutral,
32802,𡑡,U+21461,𡑡,𡑡,neutral,
32803,𡑢,U+21462,𡑢,𡑢,neutral,
32804,𡑣,U+21463,ku1,kū,neutral,
32805,𡑤,U+21464,𡑤,𡑤,neutral,
32806,𡑥,U+21465,𡑥,𡑥,neutral,
32807,𡑦,U+21466,𡑦,𡑦,neutral,
32808,𡑧,U+21467,𡑧,𡑧,neutral,
32809,𡑨,U+21468,𡑨,𡑨,neutral,
32810,𡑩,U+21469,𡑩,𡑩,neutral,
32811,𡑪,U+2146A,𡑪,𡑪,neutral,
32812,𡑫,U+2146B,𡑫,𡑫,neutral,
32813,𡑬,U+2146C,𡑬,𡑬,neutral,
32814,𡑭,U+2146D,𡑭,𡑭,traditional,
32815,𡑮,U+2146E,𡑮,𡑮,neutral,
32816,𡑯,U+2146F,jian3,jiǎn,traditional,soda; alkaline
32817,𡑰,U+21470,𡑰,𡑰,neutral,
32818,𡑱,U+21471,𡑱,𡑱,neutral,
32819,𡑲,U+21472,𡑲,𡑲,neutral,
32820,𡑳,U+21473,𡑳,𡑳,neutral,
32821,𡑴,U+21474,𡑴,𡑴,neutral,
32822,𡑵,U+21475,𡑵,𡑵,neutral,
32823,𡑶,U+21476,jiang3,jiǎng,neutral,
32824,𡑷,U+21477,𡑷,𡑷,neutral,
32825,𡑸,U+21478,𡑸,𡑸,neutral,
32826,𡑹,U+21479,𡑹,𡑹,neutral,
32827,𡑺,U+2147A,𡑺,𡑺,neutral,
32828,𡑻,U+2147B,zhui4,zhuì,neutral,
32829,𡑼,U+2147C,𡑼,𡑼,neutral,
32830,𡑽,U+2147D,shuang3,shuǎng,neutral,
32831,𡑾,U+2147E,yu2,yú,neutral,
32832,𡑿,U+2147F,𡑿,𡑿,neutral,
32833,𡒀,U+21480,𡒀,𡒀,neutral,
32834,𡒁,U+21481,sa4,sà,neutral,
32835,𡒂,U+21482,𡒂,𡒂,neutral,
32836,𡒃,U+21483,yu4|ao4,yù|ào,neutral,"a shore, bay; winter quarters"
32837,𡒄,U+21484,lan3,lǎn,simplified,disappointed
32838,𡒅,U+21485,𡒅,𡒅,neutral,
32839,𡒆,U+21486,𡒆,𡒆,neutral,
32840,𡒇,U+21487,𡒇,𡒇,neutral,
32841,𡒈,U+21488,𡒈,𡒈,neutral,
32842,𡒉,U+21489,𡒉,𡒉,neutral,
32843,𡒊,U+2148A,yu4,yù,neutral,
32844,𡒋,U+2148B,𡒋,𡒋,neutral,
32845,𡒌,U+2148C,qian3,qiǎn,neutral,
32846,𡒍,U+2148D,ju4,jù,neutral,
32847,𡒎,U+2148E,𡒎,𡒎,neutral,
32848,𡒏,U+2148F,lie4,liè,neutral,
32849,𡒐,U+21490,𡒐,𡒐,neutral,
32850,𡒑,U+21491,𡒑,𡒑,neutral,
32851,𡒒,U+21492,shu2,shú,neutral,
32852,𡒓,U+21493,xian4,xiàn,neutral,
32853,𡒔,U+21494,𡒔,𡒔,neutral,
32854,𡒕,U+21495,𡒕,𡒕,neutral,
32855,𡒖,U+21496,gai4,gài,neutral,
32856,𡒗,U+21497,𡒗,𡒗,neutral,
32857,𡒘,U+21498,𡒘,𡒘,neutral,
32858,𡒙,U+21499,𡒙,𡒙,neutral,
32859,𡒚,U+2149A,𡒚,𡒚,neutral,
32860,𡒛,U+2149B,𡒛,𡒛,neutral,
32861,𡒜,U+2149C,𡒜,𡒜,neutral,
32862,𡒝,U+2149D,𡒝,𡒝,neutral,
32863,𡒞,U+2149E,𡒞,𡒞,neutral,
32864,𡒟,U+2149F,𡒟,𡒟,neutral,
32865,𡒠,U+214A0,𡒠,𡒠,neutral,
32866,𡒡,U+214A1,𡒡,𡒡,neutral,
32867,𡒢,U+214A2,tai2,tái,neutral,
32868,𡒣,U+214A3,𡒣,𡒣,neutral,
32869,𡒤,U+214A4,𡒤,𡒤,neutral,
32870,𡒥,U+214A5,𡒥,𡒥,neutral,
32871,𡒦,U+214A6,𡒦,𡒦,neutral,
32872,𡒧,U+214A7,tian3,tiǎn,neutral,
32873,𡒨,U+214A8,𡒨,𡒨,neutral,
32874,𡒩,U+214A9,𡒩,𡒩,neutral,
32875,𡒪,U+214AA,𡒪,𡒪,neutral,
32876,𡒫,U+214AB,𡒫,𡒫,neutral,
32877,𡒬,U+214AC,𡒬,𡒬,neutral,
32878,𡒭,U+214AD,𡒭,𡒭,neutral,
32879,𡒮,U+214AE,𡒮,𡒮,neutral,
32880,𡒯,U+214AF,meng4,mèng,neutral,
32881,𡒰,U+214B0,𡒰,𡒰,neutral,
32882,𡒱,U+214B1,di2,dí,neutral,
32883,𡒲,U+214B2,𡒲,𡒲,neutral,
32884,𡒳,U+214B3,mian2,mián,neutral,
32885,𡒴,U+214B4,𡒴,𡒴,neutral,
32886,𡒵,U+214B5,𡒵,𡒵,neutral,
32887,𡒶,U+214B6,𡒶,𡒶,traditional,
32888,𡒷,U+214B7,𡒷,𡒷,neutral,
32889,𡒸,U+214B8,𡒸,𡒸,neutral,
32890,𡒹,U+214B9,𡒹,𡒹,neutral,
32891,𡒺,U+214BA,𡒺,𡒺,neutral,
32892,𡒻,U+214BB,𡒻,𡒻,neutral,
32893,𡒼,U+214BC,𡒼,𡒼,neutral,
32894,𡒽,U+214BD,𡒽,𡒽,neutral,
32895,𡒾,U+214BE,hui1|kui4,huī|kuì,neutral,
32896,𡒿,U+214BF,𡒿,𡒿,neutral,
32897,𡓀,U+214C0,𡓀,𡓀,neutral,
32898,𡓁,U+214C1,𡓁,𡓁,traditional,
32899,𡓂,U+214C2,𡓂,𡓂,neutral,
32900,𡓃,U+214C3,𡓃,𡓃,neutral,
32901,𡓄,U+214C4,𡓄,𡓄,neutral,
32902,𡓅,U+214C5,𡓅,𡓅,neutral,
32903,𡓆,U+214C6,𡓆,𡓆,neutral,
32904,𡓇,U+214C7,𡓇,𡓇,neutral,
32905,𡓈,U+214C8,𡓈,𡓈,neutral,
32906,𡓉,U+214C9,duo4,duò,neutral,
32907,𡓊,U+214CA,𡓊,𡓊,neutral,
32908,𡓋,U+214CB,𡓋,𡓋,neutral,
32909,𡓌,U+214CC,𡓌,𡓌,neutral,
32910,𡓍,U+214CD,lie4,liè,neutral,
32911,𡓎,U+214CE,𡓎,𡓎,neutral,
32912,𡓏,U+214CF,𡓏,𡓏,neutral,
32913,𡓐,U+214D0,𡓐,𡓐,neutral,
32914,𡓑,U+214D1,𡓑,𡓑,neutral,
32915,𡓒,U+214D2,lai4,lài,neutral,
32916,𡓓,U+214D3,yin2|yin1,yín|yīn,neutral,
32917,𡓔,U+214D4,lan3,lǎn,neutral,
32918,𡓕,U+214D5,𡓕,𡓕,neutral,
32919,𡓖,U+214D6,jiao1,jiāo,neutral,
32920,𡓗,U+214D7,𡓗,𡓗,traditional,
32921,𡓘,U+214D8,huo4,huò,neutral,
32922,𡓙,U+214D9,𡓙,𡓙,neutral,
32923,𡓚,U+214DA,𡓚,𡓚,neutral,
32924,𡓛,U+214DB,𡓛,𡓛,neutral,
32925,𡓜,U+214DC,𡓜,𡓜,neutral,
32926,𡓝,U+214DD,𡓝,𡓝,neutral,
32927,𡓞,U+214DE,𡓞,𡓞,neutral,
32928,𡓟,U+214DF,𡓟,𡓟,neutral,
32929,𡓠,U+214E0,𡓠,𡓠,neutral,
32930,𡓡,U+214E1,𡓡,𡓡,neutral,
32931,𡓢,U+214E2,𡓢,𡓢,neutral,
32932,𡓣,U+214E3,guo1,guō,neutral,
32933,𡓤,U+214E4,𡓤,𡓤,neutral,
32934,𡓥,U+214E5,𡓥,𡓥,neutral,
