id,char,codepoint,pinyins,script_type,variants,gloss_en,examples,hsk_level
11447,窶,U+7AB6,jù|lóu,traditional,窭,poor,,
11448,窷,U+7AB7,liào,neutral,,,,
11449,窸,U+7AB8,xī,neutral,,used in 窸窣[xi1 su1],窸窣,
11450,窹,U+7AB9,wù,neutral,,,,
11451,窺,U+7ABA,kuī|kuǐ,traditional,窥,to peep,一窺端倪|偷窺|偷窺狂,7-9
11452,窻,U+7ABB,chuāng,neutral,,variant of 窗[chuang1],,
11453,窼,U+7ABC,zhāo|kē,neutral,,,,
11454,窽,U+7ABD,kuǎn,neutral,,,,
11455,窾,U+7ABE,kuǎn|cuàn,neutral,,to conceal,批郤導窾|批郤导窾,
11456,窿,U+7ABF,long(26),neutral,,cavity,大耳窿|穹窿|窟窿,7-9
11457,竀,U+7AC0,chēng|chèng,traditional,𰩓,,,
11458,竁,U+7AC1,cuì,neutral,,dig a hole,,
11459,竂,U+7AC2,liáo,neutral,,,,
11460,竃,U+7AC3,zào,neutral,,old variant of 灶[zao4],,
11461,竄,U+7AC4,cuàn(51),traditional,窜,to flee,亂竄|奔竄|抱頭鼠竄,7-9
11462,竅,U+7AC5,qiào,traditional,窍,hole,一竅不通|七竅|七竅生煙,7-9
11463,竆,U+7AC6,qióng,neutral,,,,
11464,竇,U+7AC7,dòu|dú,traditional,窦,surname Dou,乳突竇|利瑪竇|利馬竇,
11465,竈,U+7AC8,zào,traditional,灶,variant of 灶[zao4],分竈吃飯|吃小竈|跨竈,7-9
11466,竉,U+7AC9,lǒng,traditional,𰩅,,,
11467,竊,U+7ACA,qiè(38),traditional,窃,to steal,偷竊|偷香竊玉|剽竊,7-9
11468,立,U+7ACB,lì(1565)|wèi,neutral,,surname Li,三十而立|三權分立|三权分立,3
11469,竌,U+7ACC,chù,neutral,,,,
11470,竍,U+7ACD,shí,neutral,,,,
11471,竎,U+7ACE,fù,neutral,,,,
11472,竏,U+7ACF,qiān,neutral,,,,
11473,竐,U+7AD0,chù,neutral,,,,
11474,竑,U+7AD1,hóng,neutral,,large,,
11475,竒,U+7AD2,qí,neutral,,,,
11476,竓,U+7AD3,háo,neutral,,,,
11477,竔,U+7AD4,shēng,neutral,,,,
11478,竕,U+7AD5,fēn,neutral,,,,
11479,竖,U+7AD6,shù(30),simplified,竪|豎,variant of 豎|竖[shu4],横七竖八|横三竖四|横挑鼻子竖挑眼,7-9
11480,竗,U+7AD7,miào,neutral,,,,
11481,竘,U+7AD8,qǔ|kǒu,neutral,,,,
11482,站,U+7AD9,zhàn(1100),neutral,,station,B站|一站式|下一站,1
11483,竚,U+7ADA,zhù,neutral,,to stand for a long time (variant of 佇|伫[zhu4]),,
11484,竛,U+7ADB,líng,neutral,,,,
11485,竜,U+7ADC,lóng|néng,neutral,,Japanese variant of 龍|龙,,
11486,竝,U+7ADD,bìng,neutral,,variant of 並|并[bing4],,
11487,竞,U+7ADE,jìng(79),simplified,競,to compete,不正当竞争|公平竞争|市场竞争,5
11488,竟,U+7ADF,jìng(392),neutral,,unexpectedly,一探究竟|有志竟成|有志者事竟成,4
11489,章,U+7AE0,zhāng(424),neutral,,surname Zhang,九章算術|九章算术|做文章,3
11490,竡,U+7AE1,bǎi,neutral,,hectoliter (old),,
11491,竢,U+7AE2,sì,neutral,,variant of 俟[si4],,
11492,竣,U+7AE3,jùn,neutral,,complete,告竣|竣工,7-9
11493,竤,U+7AE4,hóng,neutral,,,,
11494,童,U+7AE5,tóng(55)|zhōng,neutral,,surname Tong,乩童|仙童|兒童,4
11495,竦,U+7AE6,sǒng,neutral,,respectful,竦然,
11496,竧,U+7AE7,jìng|zhěn,neutral,,,,
11497,竨,U+7AE8,diào,neutral,,,,
11498,竩,U+7AE9,yì,neutral,,,,
11499,竪,U+7AEA,shù,traditional,竖,variant of 豎|竖[shu4],,7-9
11500,竫,U+7AEB,jìng,neutral,,,,
11501,竬,U+7AEC,qǔ,neutral,,,,
11502,竭,U+7AED,jié(27),neutral,,to exhaust,再衰三竭|匱竭|匮竭,7-9
11503,竮,U+7AEE,pīng,neutral,,,,
11504,端,U+7AEF,duān(259),neutral,,(bound form) tip; end; extremity,一碗水端平|一窺端倪|一窥端倪,6
11505,竰,U+7AF0,lí,neutral,,,,
11506,竱,U+7AF1,zhuǎn,traditional,𫁟,,,
11507,竲,U+7AF2,céng,neutral,,,,
11508,竳,U+7AF3,dēng,neutral,,,,
11509,竴,U+7AF4,cūn,neutral,,,,
11510,竵,U+7AF5,wāi|huā,neutral,,,,
11511,競,U+7AF6,jìng(79),traditional,竞,to compete,不正當競爭|公平競爭|市場競爭,5
11512,竷,U+7AF7,kǎn|kàn,neutral,,,,
11513,竸,U+7AF8,jìng,neutral,,,,
11514,竹,U+7AF9,zhú(96),neutral,,(bound form) bamboo,勢如破竹|势如破竹|南竹,5
11515,竺,U+7AFA,dǔ|zhú,neutral,,surname Zhu,天竺|天竺牡丹|天竺葵,
11516,竻,U+7AFB,lè|jīn,neutral,,,,
11517,竼,U+7AFC,péng,neutral,,,,
11518,竽,U+7AFD,yú(15),neutral,,"free reed wind instrument similar to the sheng 笙[sheng1], used in ancient China",吹竽手|濫竽|滥竽,
11519,竾,U+7AFE,chí,neutral,,variant of 篪[chi2],,
11520,竿,U+7AFF,gān(30),neutral,,pole,八竿子打不著|八竿子打不着|北竿,7-9
11521,笀,U+7B00,máng,neutral,,old variant of 芒[mang2],,
11522,笁,U+7B01,zhú,neutral,,,,
11523,笂,U+7B02,wán,neutral,,,,
11524,笃,U+7B03,dǔ,simplified,篤,(bound form) sincere; genuine,危笃|本笃十六世|本笃会,
11525,笄,U+7B04,jī,neutral,,15 years old,及笄|笄冠|笄年,
11526,笅,U+7B05,jiǎo,neutral,,,,
11527,笆,U+7B06,ba(15),neutral,,an article made of bamboo strips,竹籬笆|竹篱笆|笆斗,
11528,笇,U+7B07,suàn,neutral,,,,
11529,笈,U+7B08,jí,neutral,,trunks (for books),秘笈|負笈|负笈,
11530,笉,U+7B09,qǐn,neutral,,smiling countenance,,
11531,笊,U+7B0A,zhào,neutral,,loosely woven bamboo ladle,笊籬|笊篱,
11532,笋,U+7B0B,sǔn,neutral,筍,variant of 筍|笋[sun3],冬笋|春笋|玉米笋,
11533,笌,U+7B0C,yá,neutral,,,,
11534,笍,U+7B0D,zhuì|ruì,neutral,,,,
11535,笎,U+7B0E,yuán,neutral,,bamboo with black patches,,
11536,笏,U+7B0F,hù|wěn|wù,neutral,,(old) ceremonial tablet (held by officials at an audience),,
11537,笐,U+7B10,háng|hàng,neutral,,bamboos placed across wooden frames on which grain may be stored in damp climates,,
11538,笑,U+7B11,xiào(1403),neutral,,old variant of 笑[xiao4],一笑了之|一笑置之|一顰一笑,1
11539,笒,U+7B12,cén|jìn|hán,neutral,,,,
11540,笓,U+7B13,pí|bì|bī,neutral,,to comb,,
11541,笔,U+7B14,bǐ(308),neutral,筆,pen,一笔不苟|一笔勾销|一笔带过,2
11542,笕,U+7B15,jiǎn,simplified,筧,bamboo conduit,,
11543,笖,U+7B16,yǐ,neutral,,,,
11544,笗,U+7B17,dōng,neutral,,,,
11545,笘,U+7B18,shān,neutral,,,,
11546,笙,U+7B19,shēng,neutral,,"sheng, a free reed wind instrument with vertical bamboo pipes",排笙|杜月笙|竹笙,
11547,笚,U+7B1A,dā|xiá|nà,neutral,,,,
11548,笛,U+7B1B,dí(11),neutral,,flute,哨笛|木笛|汽笛,7-9
11549,笜,U+7B1C,zhú,neutral,,,,
11550,笝,U+7B1D,nà,neutral,,,,
11551,笞,U+7B1E,chī,neutral,,to whip with bamboo strips,榜笞|笞刑|笞掠,
11552,笟,U+7B1F,gū,neutral,,,,
11553,笠,U+7B20,lì,neutral,,bamboo rain hat,床笠|斗笠,
11554,笡,U+7B21,qiè,neutral,,,,
11555,笢,U+7B22,mǐn,neutral,,,,
11556,笣,U+7B23,bāo,neutral,,,,
11557,笤,U+7B24,tiáo|shào,neutral,,broom,笤帚,
11558,笥,U+7B25,sì,neutral,,square bamboo container for food or clothing,橐笥|篋笥|箧笥,
11559,符,U+7B26,fú(84),neutral,,surname Fu,不相符|不符|二分音符,4
11560,笧,U+7B27,cè|shàn,neutral,,,,
11561,笨,U+7B28,bèn(35),neutral,,stupid,呆笨|嘴笨|大笨象,4
11562,笩,U+7B29,fá,neutral,,,,
11563,笪,U+7B2A,dá,neutral,,surname Da,,
11564,笫,U+7B2B,zǐ,neutral,,bamboo mat,床笫|床笫之事|床笫之私,
11565,第,U+7B2C,dì(1765),neutral,,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")",上第|不第|世界第一,1
11566,笭,U+7B2D,líng,neutral,,bamboo screen,,
11567,笮,U+7B2E,zé|zhà|zuó,neutral,,board under tiles on roof,,
11568,笯,U+7B2F,nú,neutral,,(literary) birdcage,,
11569,笰,U+7B30,fú|fèi,neutral,,duster,,
11570,笱,U+7B31,gǒu,neutral,,basket for trapping fish,,
11571,笲,U+7B32,fán,neutral,,osier basket of brides,,
11572,笳,U+7B33,jiā,neutral,,whistle made of reed,,
11573,笴,U+7B34,gǎn,neutral,,,,
11574,笵,U+7B35,fàn,neutral,,bamboo mold,,
11575,笶,U+7B36,shǐ,neutral,,,,
11576,笷,U+7B37,mǎo,neutral,,,,
11577,笸,U+7B38,pǒ,neutral,,flat basket-tray,,
11578,笹,U+7B39,tì,neutral,,,,
11579,笺,U+7B3A,jiān,simplified,箋,variant of 箋|笺[jian1],便笺|信笺|笺注,
11580,笻,U+7B3B,qióng,neutral,,variant of 筇[qiong2],,
11581,笼,U+7B3C,lóng(39)|long(34)|lǒng(23),simplified,籠,"enclosing frame made of bamboo, wire etc; cage; basket",出笼|囚笼|回笼,7-9
11582,笽,U+7B3D,mǐn,neutral,,,,
11583,笾,U+7B3E,biān,simplified,籩,bamboo tazza used in ancient times to hold dry food for sacrifices or at banquets,,
11584,笿,U+7B3F,luò,neutral,,,,
11585,筀,U+7B40,guì,neutral,,bamboo (archaic),筀竹,
11586,筁,U+7B41,qū,neutral,,,,
11587,筂,U+7B42,chí,neutral,,,,
11588,筃,U+7B43,yīn,neutral,,a kind of bamboo,,
11589,筄,U+7B44,yào,neutral,,,,
11590,筅,U+7B45,xiǎn,neutral,,bamboo brush for utensils,筅帚,
11591,筆,U+7B46,bǐ(308),traditional,笔,pen,一筆不苟|一筆勾銷|一筆帶過,2
11592,筇,U+7B47,qióng,neutral,,(in ancient texts) type of bamboo sometimes used as a staff,,
11593,筈,U+7B48,kuò,neutral,,arrow end,,
11594,等,U+7B49,děng(2469),neutral,,to wait for; to await,一等|一等一|一等獎,1
11595,筊,U+7B4A,jiǎo|jiào|xiáo,neutral,,bamboo rope,擲筊|掷筊|杯筊,
11596,筋,U+7B4B,jīn(60)|qián,neutral,,muscle,一根筋|中筋麵粉|中筋面粉,7-9
11597,筌,U+7B4C,quán,neutral,,bamboo fish trap,得魚忘筌|得鱼忘筌,
11598,筍,U+7B4D,sǔn|yún|xùn,traditional,笋,bamboo shoot,冬筍|春筍|玉米筍,
11599,筎,U+7B4E,rú,neutral,,thin outside skin of bamboo,,
11600,筏,U+7B4F,fá,neutral,,variant of 筏[fa2],救生筏|木筏|皮筏,
11601,筐,U+7B50,kuāng(49),neutral,,basket,一籮筐|一箩筐|筐篋,7-9
11602,筑,U+7B51,zhù(274),neutral,築,short name for Guiyang 貴陽|贵阳[Gui4 yang2],上层建筑|修筑|债台高筑,5
11603,筒,U+7B52,tǒng(45)|dòng,neutral,,tube,信筒|傳聲筒|传声筒,7-9
11604,筓,U+7B53,jī,neutral,,,,
11605,答,U+7B54,dá(457)|dā(193),neutral,,"bound form having the same meaning as the free word 答[da2], used in 答應|答应[da1 ying5], 答理[da1 li5] etc",作答|來電答鈴|来电答铃,1
11606,筕,U+7B55,háng,neutral,,see 筕篖[hang2 tang2],筕篖,
11607,策,U+7B56,cè(259),neutral,,surname Ce,一個中國政策|一个中国政策|三光政策,6
11608,筗,U+7B57,zhòng,neutral,,,,
11609,筘,U+7B58,kòu,neutral,,(a measure of width of cloth),,
11610,筙,U+7B59,lái,neutral,,,,
11611,筚,U+7B5A,bì,simplified,篳,wicker,筚路蓝缕|筚门闺窦|蓬筚,
11612,筛,U+7B5B,shāi(12),simplified,篩,(bound form) a sieve,分子筛|快筛|快速筛检,7-9
11613,筜,U+7B5C,dāng,simplified,簹,used in 篔簹|筼筜[yun2 dang1],筼筜|筼筜湖,
11614,筝,U+7B5D,zhēng,simplified,箏,see 古箏|古筝[gu3 zheng1],古筝|断线风筝|朝鲜筝,7-9
11615,筞,U+7B5E,cè,neutral,,variant of 策[ce4],,
11616,筟,U+7B5F,fū,neutral,,,,
11617,筠,U+7B60,yún|jūn,neutral,,skin of bamboo,筠連|筠连|筠連縣,
11618,筡,U+7B61,tú,neutral,,,,
11619,筢,U+7B62,pá,neutral,,bamboo rake,筢子,
11620,筣,U+7B63,lí,neutral,,,,
11621,筤,U+7B64,láng|làng,neutral,,young bamboo,,
11622,筥,U+7B65,jǔ,neutral,,round bamboo basket,,
11623,筦,U+7B66,guǎn,neutral,,surname Guan,,
11624,筧,U+7B67,jiǎn|xiàn,traditional,笕,bamboo conduit,,
11625,筨,U+7B68,hán,neutral,,,,
11626,筩,U+7B69,tǒng|yǒng|dòng,neutral,,variant of 筒[tong3],,
11627,筪,U+7B6A,xiá,neutral,,,,
11628,筫,U+7B6B,zhì|zhǐ,neutral,,,,
11629,筬,U+7B6C,chéng,neutral,,,,
11630,筭,U+7B6D,suàn,neutral,,to regard as,,
11631,筮,U+7B6E,shì,neutral,,divine by stalk,卜筮,
11632,筯,U+7B6F,zhù,neutral,,variant of 箸[zhu4],,
11633,筰,U+7B70,zuó,neutral,,cable,,
11634,筱,U+7B71,xiǎo,neutral,,dwarf bamboo,,
11635,筲,U+7B72,shāo,neutral,,pot-scrubbing brush made of bamboo strips,斗筲|斗筲之人|斗筲之器,
11636,筳,U+7B73,tíng,neutral,,bamboo pole,,
11637,筴,U+7B74,jiā|cè,traditional,䇲,variant of 策[ce4],,
11638,筵,U+7B75,yán,neutral,,bamboo mat for sitting,別筵|别筵|喜筵,
11639,筶,U+7B76,gào|gǎo,neutral,,,,
11640,筷,U+7B77,kuài(41),neutral,,chopstick,免洗筷|公筷|公筷母匙,2
11641,筸,U+7B78,gān,neutral,,used in 鎮筸|镇筸[Zhen4 gan1],鎮筸|镇筸,
11642,筹,U+7B79,chóu,simplified,籌,chip (in gambling); token (for counting); ticket,一筹莫展|更胜一筹|略胜一筹,7-9
11643,筺,U+7B7A,kuāng,neutral,,,,
11644,筻,U+7B7B,gàng,neutral,,,,
11645,筼,U+7B7C,yún,simplified,篔,used in 篔簹|筼筜[yun2 dang1],筼筜|筼筜湖,
11646,筽,U+7B7D,ōu|wú,neutral,,,,
11647,签,U+7B7E,qiān(76),simplified,簽|籤,to sign one's name,中签|便签|价格标签,5
11648,筿,U+7B7F,xiǎo,neutral,,,,
11649,简,U+7B80,jiǎn(431),simplified,簡,simple,不简单|二简|删简压缩,3
11650,箁,U+7B81,póu|bù|fú|pú,neutral,,,,
11651,箂,U+7B82,lái,traditional,𮵱,(bamboo),,
11652,箃,U+7B83,zōu,neutral,,,,
11653,箄,U+7B84,bǐ|bēi|bī|bì|pái,neutral,,,,
11654,箅,U+7B85,bì,neutral,,(bound form) bamboo grid for steaming food,箅子,
11655,箆,U+7B86,bì,neutral,,,,
11656,箇,U+7B87,gè,neutral,,variant of 個|个[ge4],,
11657,箈,U+7B88,tái|chí,neutral,,,,
11658,箉,U+7B89,guǎi|dài,neutral,,,,
11659,箊,U+7B8A,yū,neutral,,bamboo with thin,,
11660,箋,U+7B8B,jiān,traditional,笺,letter,便箋|信箋|箋注,
11661,箌,U+7B8C,dào|zhào,neutral,,,,
11662,箍,U+7B8D,gū,neutral,,hoop,帽箍兒|帽箍儿|打箍,
11663,箎,U+7B8E,hǔ|chí,neutral,,bamboo flute with 8 holes,,
11664,箏,U+7B8F,zhēng,traditional,筝,see 古箏|古筝[gu3 zheng1],古箏|斷線風箏|朝鮮箏,7-9
11665,箐,U+7B90,jīng|qìng|qiāng,neutral,,to draw a bamboo bow or crossbow,大箐山,
11666,箑,U+7B91,shà|zhá,neutral,,fan,,
11667,箒,U+7B92,zhǒu,neutral,,variant of 帚[zhou3],,
11668,箓,U+7B93,lù,simplified,籙,record book; archive,符箓,
11669,箔,U+7B94,bó,neutral,,"plaited matting (of rushes, bamboo etc)",洋鐵箔|洋铁箔|珠箔,
11670,箕,U+7B95,jī,neutral,,winnow basket,克紹箕裘|克绍箕裘|南箕北斗,
11671,箖,U+7B96,lín|lǐn,neutral,,,,
11672,算,U+7B97,suàn(933)|suan(103),neutral,,to regard as,上算|不划算|不算,2
11673,箘,U+7B98,jùn|qūn,neutral,,bamboo shoots,,
11674,箙,U+7B99,fú,neutral,,quiver,,
11675,箚,U+7B9A,zhá,neutral,,,,
11676,箛,U+7B9B,gū,neutral,,(bamboo),,
11677,箜,U+7B9C,kōng,neutral,,used in 箜篌[kong1 hou2],箜篌|箜簧,
11678,箝,U+7B9D,qián,neutral,,pliers,,
11679,箞,U+7B9E,qiān,neutral,,,,
11680,箟,U+7B9F,jùn,neutral,,,,
11681,箠,U+7BA0,chuí|zhuī,neutral,,variant of 棰[chui2],,
11682,管,U+7BA1,guǎn(981),neutral,,variant of 管[guan3],三不管|三極管|三极管,3
11683,箢,U+7BA2,wǎn|yuān,neutral,,used in 箢箕[yuan1 ji1] and 箢篼[yuan1 dou1],箢箕|箢篼,
11684,箣,U+7BA3,cè,neutral,,,,
11685,箤,U+7BA4,zú,neutral,,,,
11686,箥,U+7BA5,bǒ,neutral,,,,
11687,箦,U+7BA6,zé,simplified,簀,reed mat,,
11688,箧,U+7BA7,qiè,simplified,篋,chest,倾箱倒箧|书箧|盈箱累箧,
11689,箨,U+7BA8,tuò,simplified,籜,sheath around joints of bamboo,,
11690,箩,U+7BA9,luó(9),neutral,籮,basket,一箩筐|折箩|淘箩,
11691,箪,U+7BAA,dān,simplified,簞,round basket for cooked rice,疏水箪瓢|箪笥|箪食壶浆,
11692,箫,U+7BAB,xiāo(11),simplified,簫,"xiao, a vertical bamboo flute",吴市吹箫|吹箫|吹箫乞食,
11693,箬,U+7BAC,ruò|nà,neutral,,(bamboo),,
11694,箭,U+7BAD,jiàn(87),neutral,,arrow,一箭之仇|一箭雙鵰|一箭双雕,6
11695,箮,U+7BAE,xuān,neutral,,bamboo flower,,
11696,箯,U+7BAF,biān,neutral,,bamboo sedan chair,,
11697,箰,U+7BB0,sǔn,neutral,,,,
11698,箱,U+7BB1,xiāng(133),neutral,,box,保潔箱|保洁箱|保管箱,3
11699,箲,U+7BB2,xiǎn,neutral,,,,
11700,箳,U+7BB3,píng,neutral,,,,
11701,箴,U+7BB4,zhēn|jiǎn,neutral,,to warn,官箴|箴言,
11702,箵,U+7BB5,xǐng|xīng|shěng,neutral,,,,
11703,箶,U+7BB6,hú,neutral,,,,
11704,箷,U+7BB7,shī|yí,neutral,,,,
11705,箸,U+7BB8,zhù|zhuó,neutral,,variant of 箸[zhu4],下箸|借箸,
11706,箹,U+7BB9,yuē|yào|chuò,traditional,𰩺,,,
11707,箺,U+7BBA,chūn,neutral,,,,
11708,箻,U+7BBB,lǜ,neutral,,,,
11709,箼,U+7BBC,wū,neutral,,,,
11710,箽,U+7BBD,dǒng,neutral,,,,
11711,箾,U+7BBE,shuò|xiāo|qiào,neutral,,to hit sb with a pole,,
11712,箿,U+7BBF,jí,neutral,,,,
11713,節,U+7BC0,jié(533),traditional,节,see 節骨眼|节骨眼[jie1 gu5 yan3],一節詩|七夕節|三八節,2
11714,篁,U+7BC1,huáng,neutral,,(bamboo),,
11715,篂,U+7BC2,xīng,neutral,,,,
11716,篃,U+7BC3,mèi,neutral,,a kind of bamboo,,
11717,範,U+7BC4,fàn,traditional,范,pattern,不規範|中等師範學校|典範,3
11718,篅,U+7BC5,chuán|duān,neutral,,,,
11719,篆,U+7BC6,zhuàn,neutral,,seal (of office),大篆|小篆|秦篆,
11720,篇,U+7BC7,piān(203),neutral,,sheet,中篇小說|中篇小说|千篇一律,2
11721,篈,U+7BC8,fēng,neutral,,,,
11722,築,U+7BC9,zhù,traditional,筑,to build,上層建築|修築|債臺高築,5
11723,篊,U+7BCA,hóng|huáng,neutral,,,,
11724,篋,U+7BCB,qiè,traditional,箧,chest,傾箱倒篋|書篋|盈箱累篋,
11725,篌,U+7BCC,hóu,neutral,,used in 箜篌[kong1 hou2],箜篌,
11726,篍,U+7BCD,qiū,neutral,,,,
11727,篎,U+7BCE,miǎo,neutral,,,,
11728,篏,U+7BCF,qiàn,neutral,,,,
11729,篐,U+7BD0,gū,neutral,,,,
11730,篑,U+7BD1,kuì,simplified,簣,basket for carrying soil,功亏一篑,
11731,篒,U+7BD2,shi,neutral,,,,
11732,篓,U+7BD3,lǒu,neutral,簍,basket,字纸篓|字纸篓子|篓子,
11733,篔,U+7BD4,yún|xūn,traditional,筼,used in 篔簹|筼筜[yun2 dang1],篔簹|篔簹湖,
11734,篕,U+7BD5,hé,neutral,,,,
11735,篖,U+7BD6,táng,neutral,,see 筕篖[hang2 tang2],筕篖,
11736,篗,U+7BD7,yuè,neutral,,,,
11737,篘,U+7BD8,chōu,traditional,𥬠,basket for straining,,
11738,篙,U+7BD9,gāo,neutral,,pole for punting boats,篙子|船篙,
11739,篚,U+7BDA,fěi,neutral,,round covered basket,,
11740,篛,U+7BDB,ruò,neutral,,cuticle of bamboo plant,,
11741,篜,U+7BDC,zhēng,neutral,,bamboo,,
11742,篝,U+7BDD,gōu,neutral,,bamboo frame for drying clothes,篝火|篝火狐鳴|篝火狐鸣,
11743,篞,U+7BDE,niè,neutral,,,,
11744,篟,U+7BDF,qiàn,neutral,,luxuriant growth of bamboo,,
11745,篠,U+7BE0,xiǎo,neutral,,dwarf bamboo,,
11746,篡,U+7BE1,cuàn,neutral,,to seize,篡位|篡奪|篡夺,
11747,篢,U+7BE2,gōng|gǎn|lǒng,traditional,𬕂,bamboo hat,,
11748,篣,U+7BE3,péng|páng,neutral,,,,
11749,篤,U+7BE4,dǔ,traditional,笃,(bound form) sincere; genuine,危篤|本篤十六世|本篤會,
11750,篥,U+7BE5,lì,neutral,,bamboos good for poles,觱篥,
11751,篦,U+7BE6,bì|pí,neutral,,fine-toothed comb,梳篦|竹篦|篦子,
11752,篧,U+7BE7,zhuó|huò,neutral,,creel for trapping fish,,
11753,篨,U+7BE8,chú,neutral,,crude bamboo mat,,
11754,篩,U+7BE9,shāi(12)|shī,traditional,筛,(bound form) a sieve,分子篩|快篩|快速篩檢,7-9
11755,篪,U+7BEA,chí,neutral,,bamboo flute with 7 or 8 holes,楊潔篪|杨洁篪,
11756,篫,U+7BEB,zhù,neutral,,,,
11757,篬,U+7BEC,qiāng|cāng,neutral,,,,
11758,篭,U+7BED,lóng,neutral,,old variant of 籠|笼[long2],,
11759,篮,U+7BEE,lán(74),simplified,籃,basket (receptacle),上篮|吊篮|女篮,2
11760,篯,U+7BEF,jiān,simplified,籛,surname Jian,,
11761,篰,U+7BF0,bù,neutral,,sieve-like utensil,,
11762,篱,U+7BF1,lí(15),neutral,籬,a fence,傍人篱壁|围篱|寄人篱下,
11763,篲,U+7BF2,huì|suì,neutral,,variant of 彗[hui4],,
11764,篳,U+7BF3,bì,traditional,筚,wicker,篳路藍縷|篳門閨竇|蓬篳,
11765,篴,U+7BF4,dí|zhú,neutral,,flute,,
11766,篵,U+7BF5,cōng,traditional,𥬈,,,
11767,篶,U+7BF6,yān,neutral,,black bamboo,,
11768,篷,U+7BF7,peng(23),neutral,,sail,大篷車|大篷车|天篷,7-9
11769,篸,U+7BF8,cēn|zān|cǎn,traditional,𥮾,,,
11770,篹,U+7BF9,suǎn|zuǎn|zhuàn,neutral,,ancient bamboo basket for food,,
11771,篺,U+7BFA,pí,neutral,,,,
11772,篻,U+7BFB,piǎo|biāo,neutral,,,,
11773,篼,U+7BFC,dōu,neutral,,"bamboo, rattan or wicker basket",箢篼,
11774,篽,U+7BFD,yù,neutral,,,,
11775,篾,U+7BFE,miè,neutral,,the outer layer of a stalk of bamboo (or reed or sorghum); a thin bamboo strip,竹篾|篾匠|篾席,
11776,篿,U+7BFF,tuán|zhuān,traditional,𰩮,,,
11777,簀,U+7C00,zé|zhài,traditional,箦,reed mat,,
11778,簁,U+7C01,shāi,neutral,,sieve,,
11779,簂,U+7C02,guì|guó,traditional,𫂆,,,
11780,簃,U+7C03,yí,neutral,,small house connected to large one,,
11781,簄,U+7C04,hù,neutral,,,,
11782,簅,U+7C05,chǎn,neutral,,,,
11783,簆,U+7C06,kòu,neutral,,healds of a loom,,
11784,簇,U+7C07,cù(20)|chuò|còu,neutral,,(bound form) to cluster; to pile up,代數簇|代数簇|抗原決定簇,7-9
11785,簈,U+7C08,píng,neutral,,,,
11786,簉,U+7C09,zào|chòu,neutral,,deputy,簉室,
11787,簊,U+7C0A,jī,neutral,,,,
11788,簋,U+7C0B,guǐ,neutral,,ancient bronze food vessel with a round mouth and two or four handles,,
11789,簌,U+7C0C,sù,neutral,,used in 簌簌[su4 su4],簌簌|簌簌發抖|簌簌发抖,
11790,簍,U+7C0D,lǒu|lǚ|jù,traditional,篓,basket,字紙簍|字紙簍子|簍子,
11791,簎,U+7C0E,cè|jí,neutral,,,,
11792,簏,U+7C0F,lù,neutral,,box,,
11793,簐,U+7C10,niǎn,neutral,,,,
11794,簑,U+7C11,suō,neutral,,variant of 蓑[suo1],,
11795,簒,U+7C12,cuàn,neutral,,old variant of 篡[cuan4],,
11796,簓,U+7C13,diāo,neutral,,,,
11797,簔,U+7C14,suō,neutral,,,,
11798,簕,U+7C15,lè,neutral,,used in 簕竹[le4 zhu2],簕竹,
11799,簖,U+7C16,duàn,simplified,籪,bamboo fish trap,,
11800,簗,U+7C17,zhù,neutral,,erroneous variant of 築|筑[zhu4],,
11801,簘,U+7C18,xiāo,neutral,,,,
11802,簙,U+7C19,bó,neutral,,,,
11803,簚,U+7C1A,mì,neutral,,,,
11804,簛,U+7C1B,shāi|sī,neutral,,,,
11805,簜,U+7C1C,dàng|tāng,traditional,𰩹,(bamboo),,
11806,簝,U+7C1D,liáo,neutral,,bamboo receptacle used to hold meat for temple sacrifices in ancient times,,
11807,簞,U+7C1E,dān,traditional,箪,round basket for cooked rice,疏水簞瓢|簞笥|簞食壺漿,
11808,簟,U+7C1F,diàn,neutral,,fine woven grass mat,,
11809,簠,U+7C20,fǔ,neutral,,basket used in state worship,,
11810,簡,U+7C21,jiǎn(431),traditional,简,simple,不簡單|二簡|刪簡壓縮,3
